NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ENN ENERGY HOLDINGS,KYG3066L1014,4543646,4543646,1593570,1390782,123488,83859,123538,123538,176481,136247,136247
FIH MOBILE,KYG3472Y1017,38465,38465,,,5138,10757,181398,25570,25570,29150,22174.32
HERBALIFE,KYG4412G1010,16441,18613,25778,61293,53770,31181,58030,57244,59796,6305,6305
KINGBOARD HOLDINGS,KYG525621408,87254,87254,63903,840818,793530,1114882,1312103,1329037,1141981,1182431,1266779.5
LEE & MAN PAPER MNFG.,KYG5427W1309,906790,906790,828629,455477,639332,3442325,3081944,3920401,5133639,4729591,4729591
LIFESTYLE INTL.HDG. DEAD - DELIST.21/12/22,KYG548561284,,,,,,2321,1646,916,916,0,
LI NING,KYG5496K1242,1774,1774,1912,16170,40088,1042,769,623,634,506,506.18
LONKING HOLDINGS,KYG5636C1078,16581,16581,15201,8382,7505,15997,88303,88303,100233,100233,87381
PARKSON RETAIL GROUP,KYG693701156,5279,5279,5432,3067,2203,,,,,,
SEMICON.MNFG.INTL.,KYG8020E1199,,,,405642,416679,425706,431212,550105,550105,823838,823838
SHUI ON LAND,KYG811511131,3639,3639,5467,4231,8066,9243,10482,15983,6658,6658,8371.5
SOHO CHINA,KYG826001003,5414,5414,3253,323,1629,2054,5806,3239,3239,4095,4095
TENCENT HOLDINGS,KYG875721634,7560,7560,10200,23945,2784,2591,4102,4089,19000,172137,275373.5
TINGYI CYMN.ISLE.HLDG.,KYG8878S1030,429184,509736,448974,322906,302557,544723,502345,502345,1183287,177200,148000
WANT WANT CHINA HOLDINGS,KYG9431R1039,158164,180362,164656,151033,133581,302360,282133,308709,308709,206755,191465
JOHN KEELLS HOLDINGS,LK0092N00003,,,,,,,,,,,
DIALOG AXIATA,LK0348N00009,,,,,,,,,,,
ROYAL CARIBBEAN GROUP,LR0008862868,4337542,4337542,4404403,4443634,4454999,4369021,4820278,2493579,2493579,2579274,4979842
MILLICOM INTL.CELU.,LU0038705702,56267,68704,68072,78799,58787,39181,20553,20553,33161,31942,31942
RTL GROUP,LU0061462528,17480,17480,26804,12140,11116,8800,,,,,
SUBSEA 7,LU0075646355,503656,503656,469000,404000,404499,434640,502969,410446,410446,535642,656624
SES FDR (LUX),LU0088087324,6620,6620,6546,5455,2418,2517,2524,2510,2510,1813,1082
ARCELORMITTAL,LU1598757687,,,,176000000,179000000,173635415,169746289,141300000,131100000,112900000,108000000
STE NATIONALE DE SIDERURGIE,MA0000010019,,,,,,,,,,,
CIMENT DU MAROC,MA0000010506,,2072611,1497874,1978439,2208446,2641106,2120493,2120493,2004618,2491095,2305696
ITISSALAT AL MAGHRIB STE,MA0000011488,19545,19545,18515,7272,8531,9192,9295,9090,9090,7957,8134
BANQUE POPULAIRE,MA0000011884,1986,1986,1986,,1295,2208,1857,2365,2365,1999,1711
LAFARGEHOLCIM MAROC,MA0000012320,,,2141588,,2727813,3279673,268669,268669,268669,4569712,4189588
GOLDEN AGRI-RESOURCES,MU0117U00026,733252,775091,577602,1602926,1370304,1460000,1507799,2182501,3359693,3359693,5780212
AMERICA MOVIL B,MX01AM050019,,,,,,,,,,305501,305501
GRUPO ELEKTRA,MX01EL000003,,,,,,,,,24665,24665,15624
DESARROLLADORA HOMEX,MX01HO000007,,,,,,,,,,,
WALMART DE MEXICO 'V',MX01WA000038,,741589,699000,715000,858000,700173,1117000,956231,974333,890397,890397.65
ALFA 'A',MXP000511016,2205266,2205266,1807459,2276327,2320000,2350000,2560000,2560000,1370000,1180000,1230000
CEMEX CPO,MXP225611567,,42800000,44113781,44185846,39081157,43400000,39000000,37500000,38400000,36200000,33300000
FOMENTO ECONOMICO MEXICANO,MXP320321310,642074,0,646923,463461,438850,703955,521857,496138,771816,771816,1017510
GRUPO FINANCIERO INBURSA SRIES 'O',MXP370641013,3178,3178,2025,1026,1121,2971,2419,2455,2216,1959,1959
GPO FINANCE BANORTE,MXP370711014,4021,4021,4435,4599,4599,4245,4211,3465,2624,2597,2597.5
GRUPO MEXICO 'B',MXP370841019,737148,4028088,4450000,4640000,4900000,5010000,5077579,4690000,4940000,4940000,4970000
GRUPO CARSO SERIES A1,MXP461181085,374281,374281,2929666,2929666,2649928,2725983,2797968.86,3089725,2706587,685384,731789
GRUPO BIMBO 'A',MXP495211262,620757,1103823,995799,1204409,1014167,1433883,1062326,1029416,1106675,1127129,1127129
GRUPO TELEVISA,MXP4987V1378,12230,12230,7262,13916,2475,2537,47837,25858,25858,28663,11328.08
INDUST PENOLES,MXP554091415,,1380490,736952,675643,675643,707034,782039,672690,672690,779615,1343921
KIMBERLY-CLARK DE MEXICO 'A',MXP606941179,41620,335446,360166,365927,312040,267378,239758,239758,244376,248001,248001
ORGANIZACION SORIANA,MXP8728U1671,,,,,,,,,,,
AMMB HOLDINGS,MYL1015OO006,2390,2390,1775,1480,1214,122,102,102,104,41,70
CIMB GROUP HOLDINGS,MYL1023OO000,5811,5788,4785,2251,2410,4456,4434,2195,5024,2620,3077
HONG LEONG FINL.GP.,MYL1082OO006,2117,2117,1882,1060,969,1546,1640,1640,1517,164,
MALAYAN BANKING,MYL1155OO000,8261,507,4704,3174,1221,1791,85,53,53,10111,10111
PUBLIC BANK,MYL1295OO004,3917,3917,3528,14417,13739,3572,3727,3727,115,588,588
BURSA MALAYSIA,MYL1818OO003,181,181,68,2550,103,64,33,33,113,194,194
BATU KAWAN,MYL1899OO003,,,,,,,,,,,
IOI CORPORATION,MYL1961OO001,585697,457886,281167,338810,338810,243192,384850,384850,2909250,2576164,2758559
GENTING PLANTATIONS,MYL2291OO002,50064,50064,35626,104688,167289,151000,140633,161642,169193,169193,
KUALA LUMPUR KEPONG,MYL2445OO004,333027,333027,257215,444640,444640,654447,762777,762777,737215,746497,976600.32
GENTING,MYL3182OO002,93926,93926,61012,630729,37180,48084,3904000,3920000,4038000,3730000,3730000
IJM CORPORATION,MYL3336OO004,47974,47974,35214,135900,135243,160126,35633,105611,116831,28312,39681
BERJAYA CORPORATION,MYL3395OO000,150357,150357,187516,39023,36164,34749,,,,,
FRASER & NEAVE HOLDINGS,MYL3689OO006,,,,,80352,80352,40639,34497,38089,38022,38022
MISC BHD.,MYL3816OO005,2860351,5153000,4541000,4403000,4513767,4623053,4202580,3986589,4148617,4161800,4106235
PPB GROUP,MYL4065OO008,47103,47103,46415,36634,36811,40029,58678,47986,7667,15611,16215
BRIT.AMER.TOB.(MALAYSIA),MYL4162OO003,16732,16732,7387,4080,1782,1782,1526,1225,1225,1072,1026
SIME DARBY,MYL4197OO009,3310136,3310136,2300000,2870250,1842445,1391573,1408557.26,1159508,1320066,37000,37000
HENGYUAN REFINING COMPANY,MYL4324OO009,,,,,343608,977514,,,,,
UMW HOLDINGS DEAD - DELIST.19/02/24,MYL4588OO009,39951,39951,41284,53765,58435,61152,63239,45143,45143,5398,
YTL CORPORATION,MYL4677OO000,26403457,26203221,9507944,9370544,10450400,10814300,11167850,11167850,10547000,12102956,3921000
NESTLE (MALAYSIA),MYL4707OO005,,,,68075,53162,60862,56389,55177,60068,61953,61953
GENTING MALAYSIA,MYL4715OO008,45661,45661,27562,288973,8130,14553,19017,31969,26529,44277,44277
TELEKOM MALAYSIA,MYL4863OO006,14928,14928,14358,17970,22670,14452,13391,13391,11531,10801,10801.67
MALAYSIA AIRPORTS HDG.,MYL5014OO005,26343,1710,1466,1301,1301,1681,1858.79422,1916,679,561,2801.69
MAYBULK,MYL5077OO002,74346,74346,,,,,,,,,
CAPITAL A,MYL5099OO006,,,,,2685219,3043487,10114380,10114380,,,
KLCC PROPERTY HOLDINGS STAPLED UNITS,MYL5235SS008,,,,,3727,,,,,,
TENAGA NASIONAL,MYL5347OO009,,20751680,26522483,29465380,29061190,33108297,33467994,33467994,39090000,38580000,38580000
GAMUDA,MYL5398OO002,31187,31187,16699,19759,8435,10447,14606,1287,2998,8428,6718
PARKSON HOLDINGS,MYL5657OO001,7809,7809,8239,,,,,,,,
PETRONAS DAGANGAN,MYL5681OO001,2121159,2121159,1805052,16567,57074,64000,59000,77300,54500,63800,63800
HONG LEONG BANK,MYL5819OO007,1947,1947,1684,783,259,398,151,151,134,133,133
PETRONAS GAS,MYL6033OO004,1443205,1443205,2250000,4000000,4798260,5340000,4332099,3630000,4738145,4655100,4692356
CELCOMDIGI,MYL6947OO005,23803,23803,20730,22039,26351,26960,10677,10737,10737,16006,53670.04
KNM GROUP,MYL7164OO006,98195,98195,48581,,,,,,,,
SP SETIA,MYL8664OO004,2174,2174,,,3408,2771,1655,1180,828,990,1064
HEINEKEN HOLDING,NL0000008977,1216000,1216000,1034000,1059000,1022000,1022000,1059578,880000,951000,951000,993000
KPN KON,NL0000009082,37903,14400,14358,29263,27322,31238,26300,17000,13000,11917,8700
HEINEKEN,NL0000009165,1216130,1216130,1034000,1059000,1022000,1043000,1059578,970218,1083869,1085000,993000
PHILIPS ELTN.KONINKLIJKE,NL0000009538,465000,320000,261000,229000,38000,40000,35000,32000,27000,23000,19856
STMICROELECTRONICS,NL0000226223,553965,553965,575000,552000,605000,644000,557032,486304,481000,504000,514000
AIRBUS,NL0000235190,,585374,527573,557447,591002,553063,569838,470000,562000,555000,486000
WERELDHAVE,NL0000289213,2013,2538,2538,2078,2548,2304,1998,3261,3261,1529,1529
BAM GROEP KON.,NL0000337319,226852,198000,196337,196337,165798,148808,140946,114116,94048,71692,71692
SBM OFFSHORE,NL0000360618,3095526,3835000,5981586,6248047,5585083,5105486,5105486,5637280,237,172,172
RANDSTAD,NL0000379121,34245,34245,53224,55268,55268,69552,68947,48135,48135,59700,57000
WOLTERS KLUWER,NL0000395903,9155,9155,4417,9571,7566,7932,8226,9033,4691,5496,2331
ARCADIS,NL0006237562,16555,14528,14528,15793,13981,12164,10583,7222,7581,10650,10650
KONINKLIJKE VOPAK,NL0009432491,222835,189000,189000,186000,166000,165000,154807,154807,207078,327970,327970
ASML HOLDING,NL0010273215,15809,17600,21400,20400,19000,19000,16900,15400,19300,17300,19200
CORBION NV C,NL0010583399,47569,47569,92000,94000,92000,94000,101000,114000,106000,106000,107000
KONINKLIJKE AHOLD DELHAIZE,NL0011794037,,,974005,1940000,1634000,1816000,1699000,1579000,1728000,1823000,1867000
ING GROEP,NL0011821202,,,21000,20000,16000,16000,12000,12000,12000,11267,6000
AKZO NOBEL,NL0013267909,,,,,1650000,1490000,58290,57160,64510,60100,59200
TOM TOM,NL0013332471,,,,,5815,5452,7252,6081,6081,1860,1860
STELLANTIS,NL00150001Q9,,,,,,,,877603,1641028,1510340,1408882
FUGRO C,NL00150003E1,,,,,,,,180000,144690,144690,210000
FERROVIAL,NL0015001FS8,,,,,,,,,,381341,300648
DAVIDE CAMPARI MILANO,NL0015435975,,,,,,,76765,71979,78108,72542,73323
SCHIBSTED A,NO0003028904,2105,1654,1579,1568,179,55,262,262,264,2,2.14
STOREBRAND,NO0003053605,256,0,0,0,0,0,1,1,0,0,0
MOWI,NO0003054108,50714,69671,95983,102754,122914,121784,156232,184450,137374,119191,119191
TGS,NO0003078800,74825,139421,70494,39629,39316,52677,60548,62715,153,0,0.33
ORKLA,NO0003733800,130162,130162,101395,89940,123570,123570,120820,113300,113890,108277,108277
NORSK HYDRO,NO0005052605,9274180,9538340,7810000,8100000,8440000,7040000,7410000,7700000,7700000,7160000,7160000
TELENOR,NO0010063308,296017,265000,265000,308994,378231,224906,209000,175000,150409,92000,92000
EQUINOR,NO0010096985,16007228,16300000,16300000,15400000,15400000,14900000,14700000,13300000,12000000,11400000,11500000
REC SILICON,NO0010112675,2671,2671,176972,125579,125579,,,49113,61168,61168,61168
PGS DEAD - DELIST.02/07/24,NO0010199151,464282,478000,412000,393000,390000,338000,402000,402000,263000,263000,
YARA INTERNATIONAL,NO0010208051,9961782,6500000,7754176,12400000,15100000,16600000,17100000,16600000,16500000,14900000,14900000
AKASTOR,NO0010215684,,,30833,11500,10300,10300,,,,,
PROSAFE,NO0010861990,,,,,,,,,,,
TOMRA SYSTEMS,NO0012470089,,,,,,,,,17300,17365,20120
AUCKLAND INTL.AIRPORT,NZAIAE0002S6,2404,2404,2143,2116,2230,2661,2661,2784,1674,2004,2059.94
AIR NEW ZEALAND,NZAIRE0001S2,2934465,2934465,3073455,3477944,3477944,3585684,3468712,3176634,1333191,1512885,2839358
CONTACT ENERGY,NZCENE0001S6,,,1168554,1142447,1185363,1185363,990561,920677,1044744,786842,526621
FLETCHER BUILDING,NZFBUE0001S0,857211,,939749,919379,1423176,1326072,1008532,857089,868750,822125,777212
SKY CITY ENTM.GP.,NZSKCE0001S2,11970,11970,8420,28870,68079,63971.09731,4762,4737,4412,4514,4514
SPARK NEW ZEALAND,NZTELE0001S4,2584,,2090,1751,1751,1922,1922,3632,2800,1690,2694
CARNIVAL,PA1436583006,10551667,10551667,10320701,10491277,10491277,10647189,10722894,6268752,6268752,8539000,8539000
BANCO BBVA PERU,PEP116001004,,,,,,1295,1787,93,93,57,57
SOCIEDAD MINERA EL BROCAL SAA,PEP617001008,,,,,,,,,,,
NEXA RESOURCES PERU,PEP620001003,,,,,,,272568,272568,263059,30671,30671
MINSUR 'I',PEP622005002,,,,,181480,230840,212431,220431,297466,297466,325342
CERRO VERDE,PEP646501002,,,,,,,,,,,
VOLCAN COMPANIA MINERA B PREF.,PEP648014202,,,,283938,274681,268823,248773,173928,56589,64131,64131
ORYGEN PERU,PEP700511004,,,,,,,1325717,1325717,1125398,1199669,1199669
ENGIE ENERGIA PERU,PEP702101002,,,,,,,,2000498,1992021,2244704,2244704
ABOITIZ EQUITY VENT.,PHY0001Z1040,1684482,,1527172,2563160,2563160,2295897,8300592,7693019,8845766,31709049,5409980
ABOITIZ POWER,PHY0005M1090,550222,580656,1138038,2855666,2855666,10863648,8014515,,,,
ALLIANCE GLOBAL GP.,PHY003341054,157965,157965,196690,126854,107629,102466,276198,148825,148825,106080,247385
AYALA,PHY0486V1154,431374,52219,70500,55339,1730436,1632116,1012019,1012019,2912882,3834210,3834210
AYALA LAND,PHY0488F1004,13422,16196,20364,43360,43360,31388,66603,44667,61236,61236,46717
BDO UNIBANK,PHY077751022,1756,1756,1583,1204,1424,52,118,66,66,430,1237
BANK OF THE PHILP.ISLE.,PHY0967S1694,1236,1236,139,119,119,228,188,188,174,1477,53
GLOBE TELECOM,PHY272571498,13683,13683,44590,36779,39081,36167,36574,38757,49766,49766,54196.75
INTL.CTNR.TERM.SVS.,PHY411571011,92862,92862,14961,12468,25530,35796,81151,114395,134066,153192,127272
JOLLIBEE FOODS,PHY4466S1007,47599,47599,24546,31915,40273,51770.03218,59698,30749,17405,46296,46296
MANILA ELECTRIC,PHY5764J1483,,,,,683225,2297021,2141320,3222630,2408971,6541595,6258164
MEGAWORLD,PHY594811127,1814,1814,3906,2755,2832,3180,3333,3333,14900,4235,13460.59
METROPOLITAN BANK AND TRUST,PHY6028G1361,1746,1746,1500,1120,1351,1656,2245,2245,149,147,236.79
PETRON,PHY6885F1067,,,,874984,788479,1705894,2123702,2069359,2689882,2689882,3561286
PLDT,PHY7072Q1032,,,12655,6648,36872,12051,40091,40091,43420,43420,42348
SAN MIGUEL,PHY751061151,684704,,,,6039687,1948298,16898183,13731537,13731537,16758968,17485337
SM INVESTMENTS,PHY806761029,46890,46890,98860,118743,23305,25387,388919,388919,379800,411060,417300
SM PRIME HOLDINGS,PHY8076N1120,23505,23505,8613,7369,9605,23481,10471,20644,17904,95238,104349.11
UNIVERSAL ROBINA,PHY9297P1004,86757,86757,90287,106163,195345,212102,200776,224711,294674,294674,318327
PAKISTAN STATE OIL COMPANY,PK0022501016,,,,2347815,2545754,4101774,2688401,2688401,1321420,1321420,1045821
FAUJI FERTILIZER COMPANY,PK0053401011,,,,204284,1887042,1873616,1870980,1880024,1908363,1908363,1863800
JAHANGIR SIDDIQUI & COMPANY,PK0060301014,,,,,,,,,,,228
NATIONAL BANK OF PAKISTAN,PK0078001010,,,,642,705,1047,990,,,,2357.581693
UNITED BANK,PK0081901016,,,,490,520,779,745,990,791,676,830
BANK HANDLOWY W WARSZAWIE,PLBH00000012,184,184,537,410,179,,1937,1119,1119,650,
BANK MILLENNIUM,PLBIG0000016,1041,1041,2355,2355,2253,1280,1280,256,256,2500,2166
ING BANK SLASKI,PLBSK0000017,,,,1454,1454,,,,,,
BUDIMEX,PLBUDMX00013,40985,40985,30219,37316,30532,44828,64041,56164,56164,64598,83574.17
SANTANDER BANK POLSKA,PLBZ00000044,2303,2303,7312,8622,8622,9614,9524,3320,2031,5957,5264.9
CIECH DEAD - DELIST.07/03/24,PLCIECH00018,330819,330819,290089,100890,99128,135309,139003,146561,2584013,2727094,
GLOBE TRADE CENTRE,PLGTC0000037,2590,2590,899,762,,,,,,6929,6929
KGHM,PLKGHM000017,1995623,1532446,1678455,1423006,1423006,1378529,1691571,1691571,1413129,1288052,1288052
GRUPA LOTOS DEAD - DELIST.12/08/22,PLLOTOS00025,2660570,1820000,1820000,2000156,2030649,1824105,2027970,2027970,2052426,,
POLIMEX MOSTOSTAL,PLMSTSD00019,,,,,,,,,,,
BANK POLSKA KASA OPIEKI,PLPEKAO00016,2967,2967,2087,1405,1520,1970,1974,1926,1926,8104,7515
POLISH OIL AND GAS DEAD - DELIST.18/11/22,PLPGNIG00014,115210,76616,6829661,5404000,5478745,6284707,6274560,5935136,5935136,,
ORLEN,PLPKN0000018,7186852,7186852,9326786,11046395,11299891,11841201,14249094,16201902,16201902,16813596,20643083
PKO BANK,PLPKO0000016,4550,4550,3246,1939,2171,3233,15142,13509,13388,19369,14715.83
STALPRODUKT,PLSTLPD00017,,,,,395953,,,,,,
ORANGE POLSKA,PLTLKPL00017,19695,19695,61496,57483,54069,42648,21700,21700,32700,32700,30300
POPULAR,PR7331747001,5466,5466,2957,3951,2050,3258,4070,2687,2423,2421,2952
BANCO COMR.PORTUGUES 'R',PTBCP0AM0015,,,18115,18115,13723,12921,9921,8330,6988,6988,4619
EDP ENERGIAS DE PORTUGAL,PTEDP0AM0009,16669000,16551216,24815000,18931326,23159000,18429000,14363000,9311000,9805000,9405000,4276000
JERONIMO MARTINS,PTJMT0AE0001,251019,283143,237941,249928,237911,233404,212304,223315,246863,222921,240466
SONAE SGPS,PTSON0AM0001,52499,52499,45506,45422,45162,54379,65318,63480,63480,59875,67195
NOS SGPS,PTZON0AM0006,5473,5473,5842,7653,4961,4961,5227,3441,3514,3514,4421
MMC NORILSK NICKEL,RU0007288411,3515369,3515369,2098752,10031386,10031386,10210590,9800000,9202800,9202800,,
URALKALI,RU0007661302,801931,7885800,,,,,,,,,
GAZPROM,RU0007661625,,110700000,102600000,101200000,233830000,239970000,236450000,210300000,243280000,,
ROSTELECOM,RU0008943394,40749,40749,25219,220621,,,184415,180943,180943,,
NK LUKOIL,RU0009024277,37525078,37525078,25261994,17390048,31264833,29990000,37220000,36705000,36705000,,
SBERBANK OF RUSSIA,RU0009029540,42384,47894,28098,32457,44345,40908,43300,39610,131000,,
TATNEFT,RU0009033591,8399637,8399637,3858454,3421443,3520378,4942660,5789646,4500000,4500000,,
SEVERSTAL,RU0009046510,,15641040,7270254,6846568,22200000,22100000,23400000,26400000,28800000,,
GAZPROM NEFT,RU0009062467,,,,10700000,13800000,13900000,17454723.48,21700000,21700000,,
MAGNITOGORSK IOSTL.WORKS,RU0009084396,,,,,7267447,9891908,9398253,8952887,710000,,
TMK OAO,RU000A0B6NK6,1014824,1014824,351482,749509,782372,218919,1296000,1296000,1252000,,
NOVATEK,RU000A0DKVS5,2576066,2576066,3980000,6571770,6571770,7737100,11114900,9055750,9055750,,
SISTEMA JSFC,RU000A0DQZE3,222318,222318,54916,50145,699882,1205650,1093158,847205,560160,,
OC ROSNEFT,RU000A0J2Q06,67696809,67696809,46000000,46000000,53500000,54200000,59400000,59400000,60900000,,
VTB BANK,RU000A0JP5V6,20354,20402,14938,16067,16067,14185,9272,9272,7203,,
FED.HYGN.CO. RUSHYDRO,RU000A0JPKH7,,33184283,36307862,36307862,34212800,,,,,,
HENNES & MAURITZ B,SE0000106270,16435,10723,9308,10376,12484,11818,13380,11973,12684,12684,23056
SKF B,SE0000108227,,75689,58098,56213,62269,62034,57879,50285,56478,56580,53179
ERICSSON B,SE0000108656,87200,87200,82000,75000,74000,54000,49000,40000,38000,38402,38402
RATOS B,SE0000111940,2328,2328,25,19,13,13,13,8,5,5,5
SVENSKA CELLULOSA AKTIEBOLAGET SCA B,SE0000112724,1776000,1776000,1593267,1589000,115207,207000,280000,250000,240000,261000,261000
SKANSKA B,SE0000113250,397586,397586,330758,312800,275537,275537,212609,193020,194000,164000,146000
TRELLEBORG B,SE0000114837,81800,81800,96900,122300,144700,144700,128800,117400,117400,124879,41021
SKANDINAVISKA ENSKILDA BANKEN A,SE0000148884,0,0,2761,0,0,0,4,1,1,340,340
SECURITAS B,SE0000163594,78989,78989,92341,91462,92506,110083,135712,125991,113492,125244,126606
ELEKTA B,SE0000163628,4718,4718,3648,4054,3078,3680,0,533,533,4405,4442
SSAB A,SE0000171100,,8180051,9606000,9981000,9828000,9755000,9582000,9582000,8844000,9827000,9827000
INDUSTRIVARDEN A,SE0000190126,0,0,0,0,0,0,18,19,14,18,18
GETINGE B,SE0000202624,15224,15224,14897,37627,37627,37627,6064,6614,5161,16838,16896
SWEDBANK A,SE0000242455,861,2495,2495,881,780,1017,1020,632,466,466,622
CASTELLUM,SE0000379190,865,865,295,639,924,924,993,623,664,664,859
SANDVIK,SE0000667891,215000,215000,195000,195000,196000,182000,176000,146000,152000,83000,87000
TELIA COMPANY,SE0000667925,61593,61593,47400,47400,26000,33000,7000,7000,7000,7000,5438
ALFA LAVAL,SE0000695876,7348,8791,8493,12926,13361,20148,18063,18063,18735,16004,16282
JM,SE0000806994,4934,4934,4831,4207,4775,4775,3282,3301,3060,2677,2677
